method,split,task,regime,mean_success_rate,ci95_success_rate,mean_override_precision,ci95_override_precision,mean_unsafe_action_rate,ci95_unsafe_action_rate,mean_tracking_error,ci95_tracking_error,mean_damage_rate,ci95_damage_rate,mean_latency_cost,ci95_latency_cost,mean_calibration_error,ci95_calibration_error,groups,episodes_per_group
cbf_safety_shield,heldout_object,eye_in_hand_peg_insert,lighting_shift,0.641156,0.031972,0.546514,0.005331,0.140910,0.000922,0.138703,0.000645,0.055717,0.001057,0.259814,0.000762,0.073477,0.000623,7,84
cbf_safety_shield,heldout_object,eye_in_hand_peg_insert,nominal_view,0.659864,0.037367,0.553994,0.001178,0.132958,0.003668,0.130034,0.000505,0.057795,0.001003,0.260119,0.000856,0.070344,0.002692,7,84
cbf_safety_shield,heldout_object,eye_in_hand_peg_insert,occlusion_shift,0.596939,0.033555,0.536003,0.001216,0.151632,0.003975,0.140372,0.001945,0.061238,0.000676,0.263296,0.002486,0.077441,0.002476,7,84
cbf_safety_shield,heldout_object,mobile_pick_reapproach,camera_extrinsic_drift,0.654762,0.049628,0.539586,0.001306,0.146266,0.000999,0.125629,0.000699,0.056413,0.001647,0.261601,0.002183,0.072448,0.000675,7,84
cbf_safety_shield,heldout_object,mobile_pick_reapproach,compound_visual_geometry_shift,0.588435,0.034480,0.529051,0.004752,0.161093,0.001075,0.136532,0.000754,0.058249,0.001330,0.262843,0.000927,0.079590,0.000728,7,84
cbf_safety_shield,heldout_object,mobile_pick_reapproach,depth_scale_error,0.605442,0.035434,0.539816,0.001242,0.143591,0.000951,0.125584,0.000665,0.058464,0.002941,0.260647,0.000738,0.074222,0.002418,7,84
cbf_safety_shield,heldout_object,mobile_pick_reapproach,jacobian_mismatch,0.598639,0.055244,0.538127,0.001242,0.153044,0.000951,0.130791,0.000665,0.056364,0.001606,0.263565,0.001040,0.075532,0.000643,7,84
cbf_safety_shield,heldout_object,mobile_pick_reapproach,lighting_shift,0.603741,0.024795,0.551401,0.001203,0.139327,0.000922,0.124569,0.000645,0.055920,0.001695,0.259150,0.000827,0.072406,0.000623,7,84
cbf_safety_shield,heldout_object,mobile_pick_reapproach,nominal_view,0.613946,0.034854,0.552021,0.001178,0.134805,0.000903,0.117181,0.001920,0.057317,0.000790,0.259540,0.000571,0.071615,0.002440,7,84
cbf_safety_shield,heldout_object,mobile_pick_reapproach,occlusion_shift,0.607143,0.020367,0.534030,0.001216,0.153479,0.002887,0.129806,0.002684,0.059729,0.000787,0.265586,0.000739,0.078712,0.000598,7,84
cbf_safety_shield,heldout_object,visual_grasp_centering,camera_extrinsic_drift,0.647959,0.049852,0.540022,0.003825,0.145315,0.000999,0.106768,0.000699,0.055132,0.001116,0.262369,0.002631,0.072775,0.001904,7,84
cbf_safety_shield,heldout_object,visual_grasp_centering,compound_visual_geometry_shift,0.603741,0.035172,0.527729,0.003787,0.162254,0.001075,0.119164,0.000754,0.056997,0.000926,0.263654,0.000714,0.080215,0.000728,7,84
cbf_safety_shield,heldout_object,visual_grasp_centering,depth_scale_error,0.639456,0.032088,0.538492,0.003849,0.146465,0.003960,0.108283,0.002528,0.059247,0.000974,0.260127,0.001935,0.077161,0.001927,7,84
cbf_safety_shield,heldout_object,visual_grasp_centering,jacobian_mismatch,0.629252,0.029876,0.534516,0.001242,0.150774,0.000951,0.110997,0.000665,0.057899,0.002881,0.261935,0.000514,0.076101,0.002418,7,84
cbf_safety_shield,heldout_object,visual_grasp_centering,lighting_shift,0.688776,0.055411,0.546734,0.001203,0.137979,0.002891,0.104285,0.000573,0.057027,0.002208,0.258735,0.002089,0.071318,0.001976,7,84
cbf_safety_shield,heldout_object,visual_grasp_centering,nominal_view,0.714286,0.025459,0.548936,0.003875,0.131214,0.000903,0.103316,0.000631,0.052148,0.000911,0.256333,0.000690,0.071284,0.000610,7,84
cbf_safety_shield,heldout_object,visual_grasp_centering,occlusion_shift,0.651361,0.047687,0.541149,0.004882,0.152395,0.000931,0.113138,0.000652,0.056274,0.001594,0.263468,0.001056,0.076661,0.000629,7,84
cbf_safety_shield,heldout_workspace,cable_tip_alignment,camera_extrinsic_drift,0.522109,0.021257,0.535763,0.001306,0.155485,0.003921,0.157896,0.000543,0.063462,0.000635,0.265238,0.000749,0.080451,0.000611,7,84
cbf_safety_shield,heldout_workspace,cable_tip_alignment,compound_visual_geometry_shift,0.493197,0.037712,0.521782,0.001408,0.176303,0.001075,0.163886,0.002343,0.064193,0.001224,0.271243,0.000929,0.085966,0.002360,7,84
cbf_safety_shield,heldout_workspace,cable_tip_alignment,depth_scale_error,0.559524,0.045256,0.536065,0.001242,0.158009,0.000951,0.158095,0.000665,0.059614,0.001386,0.268026,0.000931,0.080057,0.000643,7,84
cbf_safety_shield,heldout_workspace,cable_tip_alignment,jacobian_mismatch,0.498299,0.045947,0.533776,0.001242,0.167013,0.000951,0.162984,0.000665,0.062832,0.001524,0.271188,0.001019,0.083346,0.000643,7,84
cbf_safety_shield,heldout_workspace,cable_tip_alignment,lighting_shift,0.528912,0.026874,0.534289,0.003864,0.154015,0.000922,0.156128,0.001915,0.061240,0.000793,0.266998,0.000645,0.080712,0.000623,7,84
cbf_safety_shield,heldout_workspace,cable_tip_alignment,nominal_view,0.588435,0.047454,0.548893,0.001178,0.137685,0.000903,0.148400,0.000631,0.059798,0.002317,0.263596,0.002771,0.074148,0.000610,7,84
cbf_safety_shield,heldout_workspace,cable_tip_alignment,occlusion_shift,0.540816,0.019626,0.530975,0.001216,0.158128,0.000931,0.157701,0.000652,0.061910,0.002640,0.265513,0.000743,0.079021,0.000629,7,84
cbf_safety_shield,heldout_workspace,drawer_handle_alignment,camera_extrinsic_drift,0.568027,0.042817,0.535236,0.001357,0.152679,0.001037,0.143529,0.001886,0.059051,0.002248,0.267026,0.002342,0.081460,0.000702,7,84
cbf_safety_shield,heldout_workspace,drawer_handle_alignment,compound_visual_geometry_shift,0.552721,0.068286,0.521268,0.004718,0.175223,0.002821,0.150737,0.002581,0.063117,0.001247,0.271758,0.002026,0.087010,0.000722,7,84
cbf_safety_shield,heldout_workspace,drawer_handle_alignment,depth_scale_error,0.576531,0.064979,0.534386,0.001293,0.161200,0.000989,0.144535,0.000692,0.061375,0.001935,0.264953,0.001745,0.080586,0.000669,7,84
cbf_safety_shield,heldout_workspace,drawer_handle_alignment,jacobian_mismatch,0.557823,0.056569,0.532096,0.001293,0.165058,0.003929,0.149218,0.000536,0.063374,0.001436,0.266547,0.001107,0.083793,0.000604,7,84
cbf_safety_shield,heldout_workspace,drawer_handle_alignment,lighting_shift,0.586735,0.039675,0.536035,0.001255,0.149484,0.000960,0.138254,0.000672,0.057467,0.002246,0.265229,0.000872,0.075970,0.000649,7,84
cbf_safety_shield,heldout_workspace,drawer_handle_alignment,nominal_view,0.646259,0.035901,0.546062,0.001229,0.140012,0.000941,0.134229,0.000659,0.055508,0.001889,0.261826,0.000936,0.074087,0.000636,7,84
cbf_safety_shield,heldout_workspace,drawer_handle_alignment,occlusion_shift,0.566327,0.038055,0.531579,0.005279,0.159601,0.003622,0.145214,0.002688,0.063422,0.000635,0.265784,0.000641,0.084095,0.000602,7,84
cbf_safety_shield,heldout_workspace,eye_in_hand_peg_insert,camera_extrinsic_drift,0.586735,0.032088,0.537563,0.004795,0.156792,0.001027,0.147039,0.000720,0.059462,0.001124,0.263393,0.000827,0.078960,0.002382,7,84
cbf_safety_shield,heldout_workspace,eye_in_hand_peg_insert,compound_visual_geometry_shift,0.527211,0.022027,0.521258,0.004727,0.175866,0.001104,0.158657,0.002330,0.063177,0.000610,0.271972,0.000647,0.086715,0.000747,7,84
cbf_safety_shield,heldout_workspace,eye_in_hand_peg_insert,depth_scale_error,0.557823,0.050000,0.529599,0.001280,0.156546,0.000979,0.148711,0.000686,0.058390,0.001129,0.268428,0.000748,0.078963,0.001909,7,84
cbf_safety_shield,heldout_workspace,eye_in_hand_peg_insert,jacobian_mismatch,0.610544,0.064750,0.527309,0.001280,0.165550,0.000979,0.153600,0.000686,0.059330,0.001595,0.270451,0.000994,0.081109,0.000662,7,84
cbf_safety_shield,heldout_workspace,eye_in_hand_peg_insert,lighting_shift,0.591837,0.029565,0.533840,0.001242,0.148490,0.002879,0.143873,0.000593,0.061333,0.002069,0.262902,0.000553,0.079131,0.002648,7,84
cbf_safety_shield,heldout_workspace,eye_in_hand_peg_insert,nominal_view,0.619048,0.031388,0.545595,0.001216,0.138598,0.000931,0.140695,0.000652,0.057459,0.002714,0.260686,0.000798,0.073532,0.000629,7,84
cbf_safety_shield,heldout_workspace,eye_in_hand_peg_insert,occlusion_shift,0.544218,0.024795,0.535380,0.001255,0.164820,0.000960,0.154079,0.000672,0.062248,0.001061,0.267870,0.002565,0.082350,0.000649,7,84
cbf_safety_shield,heldout_workspace,mobile_pick_reapproach,camera_extrinsic_drift,0.590136,0.025892,0.540266,0.001344,0.155079,0.001027,0.133928,0.001888,0.057738,0.000766,0.265698,0.002774,0.080107,0.002591,7,84
cbf_safety_shield,heldout_workspace,mobile_pick_reapproach,compound_visual_geometry_shift,0.559524,0.052423,0.523960,0.005137,0.174153,0.001104,0.146689,0.000774,0.060920,0.001545,0.270558,0.001039,0.085575,0.000747,7,84
cbf_safety_shield,heldout_workspace,mobile_pick_reapproach,depth_scale_error,0.579932,0.032088,0.530015,0.003834,0.154833,0.000979,0.134457,0.000686,0.058533,0.001781,0.267116,0.000893,0.080110,0.002617,7,84
cbf_safety_shield,heldout_workspace,mobile_pick_reapproach,jacobian_mismatch,0.551020,0.044597,0.525439,0.001280,0.163837,0.000979,0.139345,0.000686,0.058818,0.001092,0.269955,0.000750,0.079969,0.000662,7,84
cbf_safety_shield,heldout_workspace,mobile_pick_reapproach,lighting_shift,0.600340,0.027822,0.534256,0.003849,0.150207,0.003960,0.133186,0.002803,0.060987,0.000412,0.262869,0.001863,0.080333,0.001927,7,84
cbf_safety_shield,heldout_workspace,mobile_pick_reapproach,nominal_view,0.605442,0.016443,0.543724,0.001216,0.138600,0.002887,0.126509,0.000579,0.059582,0.001883,0.260874,0.001812,0.074706,0.002460,7,84
cbf_safety_shield,heldout_workspace,mobile_pick_reapproach,occlusion_shift,0.574830,0.024267,0.533509,0.001255,0.163106,0.000960,0.139824,0.000672,0.059934,0.000784,0.269903,0.000638,0.081210,0.000649,7,84
cbf_safety_shield,heldout_workspace,visual_grasp_centering,camera_extrinsic_drift,0.600340,0.039721,0.539560,0.001344,0.154806,0.001027,0.116664,0.002366,0.056756,0.001135,0.264491,0.002322,0.080914,0.002382,7,84
cbf_safety_shield,heldout_workspace,visual_grasp_centering,compound_visual_geometry_shift,0.596939,0.032773,0.521497,0.004727,0.175992,0.001104,0.127487,0.002330,0.060872,0.000825,0.271630,0.000733,0.086681,0.000747,7,84
cbf_safety_shield,heldout_workspace,visual_grasp_centering,depth_scale_error,0.617347,0.038921,0.534409,0.005269,0.153240,0.000979,0.118547,0.002598,0.058375,0.002789,0.265900,0.000811,0.082303,0.001909,7,84
cbf_safety_shield,heldout_workspace,visual_grasp_centering,jacobian_mismatch,0.612245,0.028284,0.525259,0.003834,0.162244,0.000979,0.120005,0.000686,0.056904,0.002366,0.268501,0.000547,0.082162,0.002617,7,84
cbf_safety_shield,heldout_workspace,visual_grasp_centering,lighting_shift,0.664966,0.026176,0.542168,0.003849,0.154683,0.000951,0.118134,0.000665,0.057930,0.001148,0.265427,0.002231,0.079808,0.000643,7,84
cbf_safety_shield,heldout_workspace,visual_grasp_centering,nominal_view,0.658163,0.032489,0.539498,0.001216,0.144263,0.002887,0.111152,0.002684,0.057625,0.000868,0.263199,0.002262,0.078422,0.000598,7,84
cbf_safety_shield,heldout_workspace,visual_grasp_centering,occlusion_shift,0.617347,0.041811,0.530339,0.001255,0.160986,0.000960,0.120111,0.000672,0.056847,0.000799,0.268284,0.000573,0.079613,0.000649,7,84
classical_ibvs_only,clean_deployment,cable_tip_alignment,camera_extrinsic_drift,0.501701,0.031151,0.469583,0.003820,0.132065,0.001008,0.153919,0.001893,0.072779,0.000699,0.160611,0.000580,0.092153,0.002391,7,84
classical_ibvs_only,clean_deployment,cable_tip_alignment,compound_visual_geometry_shift,0.486395,0.054467,0.449105,0.001421,0.152353,0.001085,0.165786,0.002339,0.077048,0.001045,0.162088,0.000729,0.097841,0.000734,7,84
classical_ibvs_only,clean_deployment,cable_tip_alignment,depth_scale_error,0.525510,0.024646,0.467916,0.001255,0.138132,0.000960,0.158992,0.000672,0.075523,0.000472,0.160263,0.001995,0.091975,0.000649,7,84
classical_ibvs_only,clean_deployment,cable_tip_alignment,jacobian_mismatch,0.476190,0.030551,0.463140,0.003844,0.144945,0.002876,0.162550,0.002035,0.078196,0.000609,0.159776,0.002825,0.095129,0.000618,7,84
classical_ibvs_only,clean_deployment,cable_tip_alignment,lighting_shift,0.503401,0.022027,0.465979,0.004882,0.132629,0.000931,0.155740,0.001913,0.075598,0.000792,0.159070,0.000665,0.091381,0.000629,7,84
classical_ibvs_only,clean_deployment,cable_tip_alignment,nominal_view,0.540816,0.032942,0.476672,0.001191,0.118962,0.003662,0.147306,0.000512,0.076231,0.000917,0.155078,0.002522,0.084047,0.000563,7,84
classical_ibvs_only,clean_deployment,cable_tip_alignment,occlusion_shift,0.517007,0.053125,0.461345,0.001229,0.136991,0.000941,0.157807,0.000659,0.074468,0.001983,0.158052,0.001006,0.090179,0.000636,7,84
classical_ibvs_only,clean_deployment,drawer_handle_alignment,camera_extrinsic_drift,0.525510,0.033555,0.465282,0.005198,0.132273,0.003883,0.141780,0.000576,0.076544,0.000854,0.158797,0.000845,0.089435,0.000643,7,84
classical_ibvs_only,clean_deployment,drawer_handle_alignment,compound_visual_geometry_shift,0.513605,0.035798,0.449392,0.003765,0.150856,0.003823,0.150155,0.002650,0.078206,0.000867,0.160247,0.002540,0.097389,0.001892,7,84
classical_ibvs_only,clean_deployment,drawer_handle_alignment,depth_scale_error,0.542517,0.035953,0.469324,0.001306,0.132330,0.000999,0.142606,0.002588,0.073683,0.003163,0.159085,0.000638,0.094302,0.000675,7,84
classical_ibvs_only,clean_deployment,drawer_handle_alignment,jacobian_mismatch,0.513605,0.029439,0.459974,0.005249,0.140858,0.000999,0.143946,0.000699,0.073693,0.001809,0.161824,0.000752,0.094053,0.002607,7,84
classical_ibvs_only,clean_deployment,drawer_handle_alignment,lighting_shift,0.588435,0.064176,0.468525,0.001267,0.131111,0.000970,0.140095,0.000679,0.072153,0.001575,0.158924,0.000981,0.088629,0.000656,7,84
classical_ibvs_only,clean_deployment,drawer_handle_alignment,nominal_view,0.583333,0.059161,0.476928,0.001242,0.120872,0.000951,0.135227,0.000665,0.070587,0.001019,0.155355,0.000606,0.085922,0.000643,7,84
classical_ibvs_only,clean_deployment,drawer_handle_alignment,occlusion_shift,0.489796,0.028087,0.455889,0.001280,0.138047,0.000979,0.142837,0.000686,0.072905,0.001211,0.160744,0.000880,0.091470,0.002404,7,84
classical_ibvs_only,clean_deployment,eye_in_hand_peg_insert,camera_extrinsic_drift,0.489796,0.038586,0.464574,0.001357,0.130445,0.001037,0.151351,0.000726,0.075152,0.002493,0.159791,0.002085,0.092050,0.000702,7,84
classical_ibvs_only,clean_deployment,eye_in_hand_peg_insert,compound_visual_geometry_shift,0.488095,0.032203,0.450919,0.004718,0.154135,0.001114,0.158761,0.002326,0.078046,0.000843,0.163400,0.002132,0.097773,0.000754,7,84
classical_ibvs_only,clean_deployment,eye_in_hand_peg_insert,depth_scale_error,0.530612,0.058246,0.463788,0.001293,0.138888,0.000989,0.151242,0.000692,0.075668,0.000904,0.156283,0.002070,0.091207,0.000669,7,84
classical_ibvs_only,clean_deployment,eye_in_hand_peg_insert,jacobian_mismatch,0.503401,0.043716,0.461298,0.001293,0.143986,0.003609,0.155875,0.000565,0.077822,0.001141,0.157862,0.000903,0.094333,0.000615,7,84
classical_ibvs_only,clean_deployment,eye_in_hand_peg_insert,lighting_shift,0.528912,0.028739,0.465581,0.001255,0.127607,0.000960,0.145051,0.000672,0.072104,0.001971,0.156751,0.000663,0.087812,0.001914,7,84
classical_ibvs_only,clean_deployment,eye_in_hand_peg_insert,nominal_view,0.593537,0.055644,0.475712,0.001229,0.118664,0.000941,0.141099,0.000659,0.070135,0.002159,0.153349,0.000907,0.084847,0.000636,7,84
classical_ibvs_only,clean_deployment,eye_in_hand_peg_insert,occlusion_shift,0.510204,0.037218,0.463515,0.004847,0.137325,0.003622,0.152046,0.002688,0.078051,0.000780,0.157340,0.000721,0.094840,0.000602,7,84
classical_ibvs_only,clean_deployment,mobile_pick_reapproach,camera_extrinsic_drift,0.513605,0.051532,0.462550,0.001357,0.130642,0.002847,0.137346,0.000653,0.075404,0.002354,0.159684,0.000946,0.091041,0.000670,7,84
classical_ibvs_only,clean_deployment,mobile_pick_reapproach,compound_visual_geometry_shift,0.528912,0.035224,0.453468,0.005127,0.152617,0.001114,0.146975,0.000781,0.075640,0.000857,0.163123,0.000686,0.096737,0.000754,7,84
classical_ibvs_only,clean_deployment,mobile_pick_reapproach,depth_scale_error,0.486395,0.030307,0.461764,0.001293,0.137370,0.000989,0.137170,0.000692,0.074871,0.001231,0.159144,0.002526,0.090170,0.000669,7,84
classical_ibvs_only,clean_deployment,mobile_pick_reapproach,jacobian_mismatch,0.486395,0.041186,0.459274,0.001293,0.145898,0.000989,0.141939,0.000692,0.076727,0.001336,0.158163,0.001724,0.093352,0.000669,7,84
classical_ibvs_only,clean_deployment,mobile_pick_reapproach,lighting_shift,0.539116,0.033278,0.463557,0.001255,0.126089,0.000960,0.130978,0.000672,0.073649,0.002551,0.155637,0.000774,0.089063,0.002627,7,84
classical_ibvs_only,clean_deployment,mobile_pick_reapproach,nominal_view,0.583333,0.047219,0.473688,0.001229,0.117146,0.000941,0.127026,0.000659,0.072088,0.003348,0.152439,0.000327,0.084954,0.001919,7,84
classical_ibvs_only,clean_deployment,mobile_pick_reapproach,occlusion_shift,0.551020,0.036260,0.466065,0.001267,0.140953,0.003622,0.141610,0.000552,0.076059,0.000895,0.157063,0.001861,0.093886,0.000602,7,84
classical_ibvs_only,clean_deployment,visual_grasp_centering,camera_extrinsic_drift,0.590136,0.054569,0.462062,0.001357,0.129089,0.001037,0.119216,0.000726,0.073147,0.002611,0.159203,0.000958,0.090948,0.000702,7,84
classical_ibvs_only,clean_deployment,visual_grasp_centering,compound_visual_geometry_shift,0.528912,0.028739,0.451223,0.004718,0.151461,0.003526,0.126839,0.002644,0.076270,0.000511,0.162528,0.002434,0.098059,0.000700,7,84
classical_ibvs_only,clean_deployment,visual_grasp_centering,depth_scale_error,0.561224,0.030307,0.459516,0.001293,0.136212,0.000989,0.118175,0.000692,0.071761,0.000820,0.158943,0.002312,0.089204,0.000669,7,84
classical_ibvs_only,clean_deployment,visual_grasp_centering,jacobian_mismatch,0.528912,0.028284,0.457026,0.001293,0.144740,0.000989,0.122945,0.000692,0.074263,0.000955,0.159429,0.002738,0.092385,0.000669,7,84
classical_ibvs_only,clean_deployment,visual_grasp_centering,lighting_shift,0.556122,0.038006,0.469400,0.005290,0.129284,0.003952,0.116203,0.002743,0.075072,0.000706,0.154343,0.000496,0.092212,0.000584,7,84
classical_ibvs_only,clean_deployment,visual_grasp_centering,nominal_view,0.583333,0.040415,0.469680,0.001229,0.119813,0.003967,0.109591,0.002533,0.073356,0.000708,0.152106,0.001853,0.088886,0.001930,7,84
classical_ibvs_only,clean_deployment,visual_grasp_centering,occlusion_shift,0.549320,0.043333,0.463113,0.001267,0.142697,0.000970,0.122379,0.000679,0.074322,0.001132,0.158419,0.002892,0.092614,0.000656,7,84
classical_ibvs_only,combined_stress,cable_tip_alignment,camera_extrinsic_drift,0.457483,0.049852,0.450076,0.001306,0.154448,0.000999,0.180001,0.002588,0.078480,0.002741,0.170242,0.000750,0.107624,0.000675,7,84
classical_ibvs_only,combined_stress,cable_tip_alignment,compound_visual_geometry_shift,0.370748,0.045092,0.436095,0.001408,0.172749,0.003551,0.188177,0.000625,0.084853,0.000867,0.174538,0.002614,0.107382,0.000674,7,84
classical_ibvs_only,combined_stress,cable_tip_alignment,depth_scale_error,0.380952,0.040734,0.445804,0.004865,0.163707,0.000951,0.183900,0.001908,0.082104,0.000802,0.170739,0.002852,0.107339,0.000643,7,84
classical_ibvs_only,combined_stress,cable_tip_alignment,jacobian_mismatch,0.396259,0.049291,0.434367,0.003849,0.167240,0.003960,0.185139,0.002749,0.083263,0.001134,0.170849,0.002244,0.109397,0.001937,7,84
classical_ibvs_only,combined_stress,cable_tip_alignment,lighting_shift,0.416667,0.036717,0.446315,0.001203,0.153179,0.003983,0.175954,0.000490,0.081707,0.000700,0.169048,0.002634,0.103315,0.002724,7,84
classical_ibvs_only,combined_stress,cable_tip_alignment,nominal_view,0.442177,0.047881,0.451772,0.004909,0.144161,0.000903,0.175379,0.000631,0.076027,0.000999,0.164843,0.000652,0.101441,0.000610,7,84
