method,split,regime,task,seed,episodes,success_rate,override_precision,unsafe_action_rate,tracking_error,damage_rate,latency_cost,calibration_error
foundation_policy_only,clean_deployment,jacobian_mismatch,visual_grasp_centering,3,84,0.630952,0.220274,0.336852,0.209677,0.117608,0.128874,0.138507
foundation_policy_only,clean_deployment,jacobian_mismatch,visual_grasp_centering,4,84,0.690476,0.221106,0.337488,0.210123,0.116904,0.128707,0.138937
foundation_policy_only,clean_deployment,jacobian_mismatch,visual_grasp_centering,5,84,0.547619,0.221938,0.338124,0.202564,0.119927,0.130564,0.139368
foundation_policy_only,clean_deployment,jacobian_mismatch,visual_grasp_centering,6,84,0.630952,0.222770,0.338760,0.203010,0.118747,0.130158,0.139798
foundation_policy_only,clean_deployment,jacobian_mismatch,drawer_handle_alignment,0,84,0.666667,0.213090,0.344202,0.230623,0.123146,0.125657,0.135277
foundation_policy_only,clean_deployment,jacobian_mismatch,drawer_handle_alignment,1,84,0.619048,0.213930,0.344844,0.231073,0.124589,0.126566,0.135711
foundation_policy_only,clean_deployment,jacobian_mismatch,drawer_handle_alignment,2,84,0.559524,0.214770,0.345486,0.231523,0.126270,0.127593,0.136145
foundation_policy_only,clean_deployment,jacobian_mismatch,drawer_handle_alignment,3,84,0.619048,0.215610,0.334122,0.231492,0.124711,0.127430,0.136388
foundation_policy_only,clean_deployment,jacobian_mismatch,drawer_handle_alignment,4,84,0.595238,0.216450,0.334764,0.231942,0.125678,0.128100,0.136822
foundation_policy_only,clean_deployment,jacobian_mismatch,drawer_handle_alignment,5,84,0.595238,0.217290,0.335406,0.232391,0.126169,0.128532,0.137256
foundation_policy_only,clean_deployment,jacobian_mismatch,drawer_handle_alignment,6,84,0.619048,0.218130,0.336048,0.232841,0.126184,0.128726,0.137690
foundation_policy_only,clean_deployment,jacobian_mismatch,cable_tip_alignment,0,84,0.642857,0.217490,0.342354,0.245033,0.122837,0.122947,0.135731
foundation_policy_only,clean_deployment,jacobian_mismatch,cable_tip_alignment,1,84,0.535714,0.218298,0.342972,0.245466,0.125452,0.124435,0.136149
foundation_policy_only,clean_deployment,jacobian_mismatch,cable_tip_alignment,2,84,0.535714,0.219106,0.343590,0.245899,0.125925,0.124851,0.136567
foundation_policy_only,clean_deployment,jacobian_mismatch,cable_tip_alignment,3,84,0.607143,0.219914,0.344208,0.246332,0.124969,0.124553,0.136985
foundation_policy_only,clean_deployment,jacobian_mismatch,cable_tip_alignment,4,84,0.523810,0.220722,0.344826,0.246764,0.127108,0.125802,0.137403
foundation_policy_only,clean_deployment,jacobian_mismatch,cable_tip_alignment,5,84,0.738095,0.221530,0.345444,0.247197,0.123295,0.124075,0.137821
foundation_policy_only,clean_deployment,jacobian_mismatch,cable_tip_alignment,6,84,0.535714,0.222338,0.334056,0.247149,0.126956,0.126515,0.138046
foundation_policy_only,clean_deployment,jacobian_mismatch,mobile_pick_reapproach,0,84,0.595238,0.218970,0.335310,0.226776,0.125874,0.128016,0.137643
foundation_policy_only,clean_deployment,jacobian_mismatch,mobile_pick_reapproach,1,84,0.619048,0.219802,0.335946,0.227221,0.125884,0.128206,0.138073
foundation_policy_only,clean_deployment,jacobian_mismatch,mobile_pick_reapproach,2,84,0.642857,0.220634,0.336582,0.227666,0.117890,0.128395,0.138503
foundation_policy_only,clean_deployment,jacobian_mismatch,mobile_pick_reapproach,3,84,0.607143,0.221466,0.337218,0.228112,0.119091,0.129181,0.138933
foundation_policy_only,clean_deployment,jacobian_mismatch,mobile_pick_reapproach,4,84,0.630952,0.222298,0.337854,0.220553,0.118781,0.129370,0.139363
foundation_policy_only,clean_deployment,jacobian_mismatch,mobile_pick_reapproach,5,84,0.595238,0.223130,0.338490,0.220999,0.119981,0.130156,0.139793
foundation_policy_only,clean_deployment,jacobian_mismatch,mobile_pick_reapproach,6,84,0.595238,0.223962,0.339126,0.221444,0.120468,0.130584,0.140224
foundation_policy_only,clean_deployment,compound_visual_geometry_shift,eye_in_hand_peg_insert,0,84,0.571429,0.208753,0.352533,0.239596,0.121525,0.129146,0.135560
foundation_policy_only,clean_deployment,compound_visual_geometry_shift,eye_in_hand_peg_insert,1,84,0.595238,0.209689,0.353247,0.240096,0.121594,0.129388,0.136043
foundation_policy_only,clean_deployment,compound_visual_geometry_shift,eye_in_hand_peg_insert,2,84,0.654762,0.210625,0.353961,0.240597,0.120950,0.129272,0.136527
foundation_policy_only,clean_deployment,compound_visual_geometry_shift,eye_in_hand_peg_insert,3,84,0.619048,0.211561,0.354675,0.241097,0.122210,0.130110,0.137010
foundation_policy_only,clean_deployment,compound_visual_geometry_shift,eye_in_hand_peg_insert,4,84,0.583333,0.212497,0.355389,0.241598,0.123470,0.130947,0.137493
foundation_policy_only,clean_deployment,compound_visual_geometry_shift,eye_in_hand_peg_insert,5,84,0.583333,0.213433,0.356103,0.242099,0.124016,0.131427,0.137977
foundation_policy_only,clean_deployment,compound_visual_geometry_shift,eye_in_hand_peg_insert,6,84,0.607143,0.214369,0.356817,0.242599,0.124086,0.131669,0.138460
foundation_policy_only,clean_deployment,compound_visual_geometry_shift,visual_grasp_centering,0,84,0.595238,0.210113,0.354081,0.209514,0.120985,0.130116,0.136440
foundation_policy_only,clean_deployment,compound_visual_geometry_shift,visual_grasp_centering,1,84,0.595238,0.211049,0.354795,0.210014,0.121531,0.130596,0.136924
foundation_policy_only,clean_deployment,compound_visual_geometry_shift,visual_grasp_centering,2,84,0.595238,0.211985,0.355509,0.210515,0.122077,0.131076,0.137407
foundation_policy_only,clean_deployment,compound_visual_geometry_shift,visual_grasp_centering,3,84,0.619048,0.212921,0.356223,0.211015,0.122147,0.131318,0.137891
foundation_policy_only,clean_deployment,compound_visual_geometry_shift,visual_grasp_centering,4,84,0.642857,0.213857,0.356937,0.211516,0.122217,0.131559,0.138374
foundation_policy_only,clean_deployment,compound_visual_geometry_shift,visual_grasp_centering,5,84,0.500000,0.214793,0.357651,0.212016,0.125620,0.133468,0.138858
foundation_policy_only,clean_deployment,compound_visual_geometry_shift,visual_grasp_centering,6,84,0.369048,0.215729,0.358365,0.212517,0.128785,0.127254,0.139341
foundation_policy_only,clean_deployment,compound_visual_geometry_shift,drawer_handle_alignment,0,84,0.523810,0.212081,0.356325,0.234843,0.125080,0.132582,0.137716
foundation_policy_only,clean_deployment,compound_visual_geometry_shift,drawer_handle_alignment,1,84,0.535714,0.213025,0.357045,0.235348,0.125393,0.132947,0.138204
foundation_policy_only,clean_deployment,compound_visual_geometry_shift,drawer_handle_alignment,2,84,0.476190,0.213969,0.357765,0.235853,0.127134,0.126022,0.138691
foundation_policy_only,clean_deployment,compound_visual_geometry_shift,drawer_handle_alignment,3,84,0.535714,0.214913,0.358485,0.236358,0.126494,0.125911,0.139179
foundation_policy_only,clean_deployment,compound_visual_geometry_shift,drawer_handle_alignment,4,84,0.523810,0.215857,0.359205,0.236863,0.127283,0.126514,0.139666
foundation_policy_only,clean_deployment,compound_visual_geometry_shift,drawer_handle_alignment,5,84,0.500000,0.216801,0.359925,0.237367,0.128309,0.127236,0.140154
foundation_policy_only,clean_deployment,compound_visual_geometry_shift,drawer_handle_alignment,6,84,0.595238,0.217745,0.348639,0.237392,0.126096,0.126768,0.140449
foundation_policy_only,clean_deployment,compound_visual_geometry_shift,cable_tip_alignment,0,84,0.500000,0.219889,0.357033,0.251060,0.126727,0.131576,0.139916
foundation_policy_only,clean_deployment,compound_visual_geometry_shift,cable_tip_alignment,1,84,0.547619,0.220801,0.357729,0.251548,0.126307,0.131568,0.140387
foundation_policy_only,clean_deployment,compound_visual_geometry_shift,cable_tip_alignment,2,84,0.511905,0.205705,0.358425,0.252035,0.127553,0.132393,0.140858
foundation_policy_only,clean_deployment,compound_visual_geometry_shift,cable_tip_alignment,3,84,0.464286,0.206617,0.359121,0.252523,0.129038,0.133337,0.141329
foundation_policy_only,clean_deployment,compound_visual_geometry_shift,cable_tip_alignment,4,84,0.535714,0.207529,0.359817,0.245007,0.127821,0.133091,0.141800
foundation_policy_only,clean_deployment,compound_visual_geometry_shift,cable_tip_alignment,5,84,0.500000,0.208441,0.360513,0.245495,0.129068,0.125912,0.142271
foundation_policy_only,clean_deployment,compound_visual_geometry_shift,cable_tip_alignment,6,84,0.488095,0.209353,0.349203,0.245503,0.128978,0.126499,0.142550
foundation_policy_only,clean_deployment,compound_visual_geometry_shift,mobile_pick_reapproach,0,84,0.571429,0.206729,0.351015,0.225523,0.127847,0.128134,0.142527
foundation_policy_only,clean_deployment,compound_visual_geometry_shift,mobile_pick_reapproach,1,84,0.595238,0.207665,0.351729,0.226024,0.119913,0.128376,0.135007
foundation_policy_only,clean_deployment,compound_visual_geometry_shift,mobile_pick_reapproach,2,84,0.654762,0.208601,0.352443,0.226524,0.119269,0.128260,0.135490
foundation_policy_only,clean_deployment,compound_visual_geometry_shift,mobile_pick_reapproach,3,84,0.559524,0.209537,0.353157,0.227025,0.121720,0.129693,0.135974
foundation_policy_only,clean_deployment,compound_visual_geometry_shift,mobile_pick_reapproach,4,84,0.642857,0.210473,0.353871,0.227525,0.120599,0.129339,0.136457
foundation_policy_only,clean_deployment,compound_visual_geometry_shift,mobile_pick_reapproach,5,84,0.654762,0.211409,0.354585,0.228026,0.120907,0.129700,0.136941
foundation_policy_only,clean_deployment,compound_visual_geometry_shift,mobile_pick_reapproach,6,84,0.666667,0.212345,0.355299,0.228526,0.121215,0.130061,0.137424
foundation_policy_only,heldout_object,nominal_view,eye_in_hand_peg_insert,0,84,0.583333,0.229514,0.312998,0.230888,0.119003,0.125316,0.131447
foundation_policy_only,heldout_object,nominal_view,eye_in_hand_peg_insert,1,84,0.630952,0.230290,0.313592,0.231304,0.118505,0.125240,0.131848
foundation_policy_only,heldout_object,nominal_view,eye_in_hand_peg_insert,2,84,0.642857,0.231066,0.314186,0.231719,0.118721,0.125521,0.132250
foundation_policy_only,heldout_object,nominal_view,eye_in_hand_peg_insert,3,84,0.666667,0.231842,0.314780,0.232135,0.118699,0.125683,0.132651
foundation_policy_only,heldout_object,nominal_view,eye_in_hand_peg_insert,4,84,0.654762,0.232618,0.315374,0.232551,0.119391,0.126202,0.133053
foundation_policy_only,heldout_object,nominal_view,eye_in_hand_peg_insert,5,84,0.642857,0.233394,0.315968,0.232967,0.120083,0.126721,0.133454
foundation_policy_only,heldout_object,nominal_view,eye_in_hand_peg_insert,6,84,0.547619,0.234170,0.316562,0.233382,0.122442,0.128073,0.133856
foundation_policy_only,heldout_object,nominal_view,visual_grasp_centering,0,84,0.678571,0.223929,0.308939,0.196953,0.120972,0.122002,0.136659
foundation_policy_only,heldout_object,nominal_view,visual_grasp_centering,1,84,0.702381,0.224705,0.309533,0.197368,0.120950,0.122164,0.137061
foundation_policy_only,heldout_object,nominal_view,visual_grasp_centering,2,84,0.666667,0.225481,0.310127,0.197784,0.122119,0.122921,0.129458
foundation_policy_only,heldout_object,nominal_view,visual_grasp_centering,3,84,0.654762,0.226257,0.310721,0.198200,0.114807,0.123440,0.129860
foundation_policy_only,heldout_object,nominal_view,visual_grasp_centering,4,84,0.702381,0.227033,0.311315,0.198616,0.114309,0.123364,0.130261
foundation_policy_only,heldout_object,nominal_view,visual_grasp_centering,5,84,0.666667,0.227809,0.311909,0.199031,0.115478,0.124121,0.130663
foundation_policy_only,heldout_object,nominal_view,visual_grasp_centering,6,84,0.750000,0.228585,0.312503,0.199447,0.114265,0.123688,0.131064
foundation_policy_only,heldout_object,nominal_view,drawer_handle_alignment,0,84,0.678571,0.231608,0.315705,0.225413,0.118960,0.126668,0.132925
foundation_policy_only,heldout_object,nominal_view,drawer_handle_alignment,1,84,0.595238,0.232392,0.316305,0.225833,0.121086,0.127905,0.133331
foundation_policy_only,heldout_object,nominal_view,drawer_handle_alignment,2,84,0.642857,0.233176,0.316905,0.226253,0.120592,0.127833,0.133736
foundation_policy_only,heldout_object,nominal_view,drawer_handle_alignment,3,84,0.654762,0.233960,0.317505,0.226673,0.120813,0.128118,0.134142
foundation_policy_only,heldout_object,nominal_view,drawer_handle_alignment,4,84,0.607143,0.234744,0.318105,0.227093,0.122224,0.120994,0.134547
foundation_policy_only,heldout_object,nominal_view,drawer_handle_alignment,5,84,0.690476,0.235528,0.318705,0.227513,0.121016,0.120565,0.134953
foundation_policy_only,heldout_object,nominal_view,drawer_handle_alignment,6,84,0.547619,0.236312,0.319305,0.227933,0.124332,0.122397,0.135359
foundation_policy_only,heldout_object,nominal_view,cable_tip_alignment,0,84,0.619048,0.227901,0.308255,0.235733,0.122818,0.128383,0.137373
foundation_policy_only,heldout_object,nominal_view,cable_tip_alignment,1,84,0.535714,0.228653,0.308831,0.236136,0.124925,0.121600,0.129758
foundation_policy_only,heldout_object,nominal_view,cable_tip_alignment,2,84,0.619048,0.229405,0.309407,0.236539,0.123699,0.121155,0.130148
foundation_policy_only,heldout_object,nominal_view,cable_tip_alignment,3,84,0.571429,0.230157,0.309983,0.236942,0.125092,0.122019,0.130537
foundation_policy_only,heldout_object,nominal_view,cable_tip_alignment,4,84,0.583333,0.230909,0.310559,0.237345,0.125294,0.122288,0.130926
foundation_policy_only,heldout_object,nominal_view,cable_tip_alignment,5,84,0.666667,0.231661,0.311135,0.237748,0.116064,0.121842,0.131315
foundation_policy_only,heldout_object,nominal_view,cable_tip_alignment,6,84,0.607143,0.232413,0.311711,0.238151,0.117695,0.122826,0.131704
foundation_policy_only,heldout_object,nominal_view,mobile_pick_reapproach,0,84,0.595238,0.227541,0.311305,0.216750,0.117069,0.124159,0.130374
foundation_policy_only,heldout_object,nominal_view,mobile_pick_reapproach,1,84,0.738095,0.228317,0.311899,0.217166,0.114666,0.123130,0.130776
foundation_policy_only,heldout_object,nominal_view,mobile_pick_reapproach,2,84,0.595238,0.229093,0.312493,0.217582,0.117977,0.124959,0.131177
foundation_policy_only,heldout_object,nominal_view,mobile_pick_reapproach,3,84,0.678571,0.229869,0.313087,0.217997,0.116765,0.124525,0.131579
foundation_policy_only,heldout_object,nominal_view,mobile_pick_reapproach,4,84,0.571429,0.230645,0.313681,0.218413,0.119362,0.125997,0.131980
foundation_policy_only,heldout_object,nominal_view,mobile_pick_reapproach,5,84,0.738095,0.231421,0.314275,0.218829,0.116483,0.124730,0.132382
foundation_policy_only,heldout_object,nominal_view,mobile_pick_reapproach,6,84,0.738095,0.232197,0.314869,0.219245,0.116937,0.125130,0.132783
foundation_policy_only,heldout_object,lighting_shift,eye_in_hand_peg_insert,0,84,0.559524,0.220958,0.332061,0.236033,0.121699,0.129098,0.134219
foundation_policy_only,heldout_object,lighting_shift,eye_in_hand_peg_insert,1,84,0.750000,0.221750,0.332667,0.236457,0.118353,0.127601,0.134629
foundation_policy_only,heldout_object,lighting_shift,eye_in_hand_peg_insert,2,84,0.630952,0.222542,0.333273,0.236881,0.121197,0.129200,0.135038
foundation_policy_only,heldout_object,lighting_shift,eye_in_hand_peg_insert,3,84,0.595238,0.223334,0.333879,0.237305,0.122375,0.129965,0.135448
foundation_policy_only,heldout_object,lighting_shift,eye_in_hand_peg_insert,4,84,0.654762,0.224126,0.334485,0.237730,0.121648,0.129778,0.135858
foundation_policy_only,heldout_object,lighting_shift,eye_in_hand_peg_insert,5,84,0.583333,0.224918,0.335091,0.238154,0.123540,0.130900,0.136267
foundation_policy_only,heldout_object,lighting_shift,eye_in_hand_peg_insert,6,84,0.678571,0.225710,0.335697,0.238578,0.122098,0.122352,0.136677
foundation_policy_only,heldout_object,lighting_shift,visual_grasp_centering,0,84,0.714286,0.216078,0.328530,0.202471,0.114878,0.125541,0.139792
foundation_policy_only,heldout_object,lighting_shift,visual_grasp_centering,1,84,0.607143,0.216870,0.329136,0.202895,0.117484,0.127020,0.140202
foundation_policy_only,heldout_object,lighting_shift,visual_grasp_centering,2,84,0.619048,0.217662,0.329742,0.203319,0.117710,0.127309,0.132607
foundation_policy_only,heldout_object,lighting_shift,visual_grasp_centering,3,84,0.642857,0.218454,0.330348,0.203743,0.117697,0.127479,0.133017
foundation_policy_only,heldout_object,lighting_shift,visual_grasp_centering,4,84,0.583333,0.219246,0.330954,0.204168,0.119351,0.128483,0.133427
foundation_policy_only,heldout_object,lighting_shift,visual_grasp_centering,5,84,0.595238,0.220038,0.331560,0.204592,0.119576,0.128772,0.133836
foundation_policy_only,heldout_object,lighting_shift,visual_grasp_centering,6,84,0.714286,0.220830,0.332166,0.205016,0.117659,0.127989,0.134246
foundation_policy_only,heldout_object,lighting_shift,drawer_handle_alignment,0,84,0.619048,0.224781,0.336064,0.231473,0.123362,0.123667,0.136582
foundation_policy_only,heldout_object,lighting_shift,drawer_handle_alignment,1,84,0.642857,0.225581,0.336676,0.231902,0.123354,0.123841,0.136996
foundation_policy_only,heldout_object,lighting_shift,drawer_handle_alignment,2,84,0.619048,0.226381,0.337288,0.232330,0.124298,0.124491,0.137410
foundation_policy_only,heldout_object,lighting_shift,drawer_handle_alignment,3,84,0.666667,0.227181,0.325894,0.232278,0.122954,0.124427,0.137631
foundation_policy_only,heldout_object,lighting_shift,drawer_handle_alignment,4,84,0.547619,0.227981,0.326506,0.232707,0.125803,0.126029,0.138045
foundation_policy_only,heldout_object,lighting_shift,drawer_handle_alignment,5,84,0.619048,0.228781,0.327118,0.233135,0.124843,0.125727,0.138459
foundation_policy_only,heldout_object,lighting_shift,drawer_handle_alignment,6,84,0.595238,0.229581,0.327730,0.225560,0.125467,0.126377,0.138873
foundation_policy_only,heldout_object,lighting_shift,cable_tip_alignment,0,84,0.547619,0.230218,0.335472,0.246640,0.124700,0.130073,0.137708
foundation_policy_only,heldout_object,lighting_shift,cable_tip_alignment,1,84,0.559524,0.230986,0.336060,0.247052,0.124912,0.130350,0.138105
